Word	Havg	StDev	GoogleRank
劳资	8126	4.78	1.1119	6082
上司	8127	4.78	0.9957	9479
靠	8128	4.78	1.4609	1807
官兵	8129	4.78	0.8401	3774
隔	8130	4.78	0.7900	5982
户	8131	4.78	0.9322	1136
抽	8132	4.78	0.9957	6696
供给制	8133	4.78	1.2337	9693
身世	8134	4.78	1.1657	9444
作风	8135	4.78	1.1119	3524
沙皇	8136	4.78	1.4748	8924
执法	8137	4.78	0.9538	2281
阶段	8138	4.78	1.1830	347
采矿	8139	4.78	1.1830	5847
征	8140	4.78	1.2337	2288
霍	8141	4.78	1.0160	6441
阵地	8142	4.78	1.1301	3905
归口	8143	4.76	1.0412	7832
爬	8144	4.76	0.7969	7932
同化	8145	4.76	1.3786	8874
外	8146	4.76	1.0012	196
连带	8147	4.76	1.1528	7100
苏联	8148	4.76	1.2048	1076
不下	8149	4.76	1.2545	6337
迁移	8150	4.76	1.3786	3202
什麼	8151	4.76	0.8221	5024
出庭	8152	4.76	1.4507	9119
碰	8153	4.76	1.3334	4758
遗址	8154	4.76	1.2867	4316
基地	8155	4.76	1.3024	1496
滋生	8156	4.76	1.4507	8586
练兵	8157	4.76	1.1528	9810
何人	8158	4.76	1.0214	9249
政府	8159	4.76	1.1877	73
弄	8160	4.76	0.9381	3381
无非	8161	4.76	1.0606	7920
距	8162	4.76	1.4647	5671
地步	8163	4.76	1.0214	5438
月底	8164	4.76	1.1350	2612
小姐	8165	4.76	1.1168	5766
再不	8166	4.76	1.4786	8404
条件	8167	4.76	0.8935	153
追究	8168	4.76	1.3486	3092
盖	8169	4.76	1.2867	4002
其中	8170	4.76	1.3334	236
绍	8171	4.76	1.0214	5380
半期	8172	4.76	1.0012	9331
over	8173	4.76	1.0797	8423
最後	8174	4.76	1.4647	6623
伏	8175	4.76	0.9806	6479
冒	8176	4.76	1.2867	7240
兵力	8177	4.76	1.3334	2754
军费	8178	4.76	1.3024	7213
或者	8179	4.76	1.1877	321
既是	8180	4.76	1.0012	2303
新旧	8181	4.76	1.0214	5744
户籍	8182	4.76	1.0012	6444
一味	8183	4.76	1.1704	8475
过后	8184	4.76	0.9596	5528
si	8185	4.76	1.3486	9659
买办	8186	4.76	0.9161	7690
抽取	8187	4.76	0.9596	8544
早已	8188	4.76	1.0984	2700
边防	8189	4.76	1.2707	5197
检察	8190	4.76	1.0984	2214
深重	8191	4.76	1.2707	7551
黄土	8192	4.74	1.1747	9467
施工	8193	4.74	1.1214	2825
纂	8194	4.74	1.1031	9727
党校	8195	4.74	1.4401	5102
防务	8196	4.74	0.9649	7196
未知	8197	4.74	1.3674	7816
正副	8198	4.74	1.0844	9352
半天	8199	4.74	1.0654	7054
轴	8200	4.74	0.9649	8990
器官	8201	4.74	1.0844	5176
边缘	8202	4.74	1.1747	3871
科	8203	4.74	1.1920	1087
严	8204	4.74	1.4682	2418
可由	8205	4.74	1.2090	6121
挖	8206	4.74	0.7775	9129
纷	8207	4.74	1.0844	6474
地上	8208	4.74	1.0264	3282
假设	8209	4.74	1.0844	3362
盾	8210	4.74	1.0461	3491
成败	8211	4.74	0.9216	5112
十条	8212	4.74	1.3063	2740
车队	8213	4.74	1.1920	7572
未	8214	4.74	1.0654	543
木	8215	4.74	0.9858	3860
官府	8216	4.74	1.3524	9911
眶	8217	4.74	0.9649	8546
党委	8218	4.74	1.3822	3454
依附	8219	4.74	1.6138	5456
动用	8220	4.74	1.1031	7827
who	8221	4.74	0.9216	9008
乙	8222	4.74	0.9858	5483
施加	8223	4.74	1.5624	5487
债权人	8224	4.74	1.3372	4017
抵	8225	4.74	1.3969	6584
岂	8226	4.74	0.9435	8278
当务之急	8227	4.74	1.2090	8467
段	8228	4.74	0.8762	1070
农	8229	4.74	1.2747	1093
改名	8230	4.74	0.8526	5923
除了	8231	4.74	0.6943	871
政令	8232	4.74	0.9858	9589
借用	8233	4.74	1.1920	6120
due	8234	4.74	1.1572	8189
不用	8235	4.74	1.6138	2855
案	8236	4.74	1.2423	1294
系数	8237	4.74	1.0844	3566
燃烧	8238	4.72	1.4148	5701
利害	8239	4.72	1.2623	3982
劳	8240	4.72	1.1787	3047
耐烦	8241	4.72	1.8848	9049
孟加拉	8242	4.72	1.1073	9575
链条	8243	4.72	0.9697	9784
条	8244	4.72	0.7570	619
化工	8245	4.72	1.3254	3125
工	8246	4.72	1.1787	374
股票	8247	4.72	1.0506	1455
结束	8248	4.72	1.4148	1021
下属	8249	4.72	0.9697	5718
止	8250	4.72	1.1256	2639
瓦	8251	4.72	0.9697	4554
打下	8252	4.72	1.3099	4027
泡沫	8253	4.72	1.6665	8796
等	8254	4.72	1.4003	74
隐蔽	8255	4.72	1.1613	5871
脾气	8256	4.72	1.4434	6567
国民党	8257	4.72	1.4714	602
抢险	8258	4.72	1.4574	8238
血肉	8259	4.72	1.3559	7340
践	8260	4.72	1.2461	4595
不过	8261	4.72	1.4291	778
分别	8262	4.72	1.3407	736
尾	8263	4.72	1.4003	9017
变量	8264	4.72	1.3099	2578
难道	8265	4.72	1.0887	3309
堆	8266	4.72	1.0110	5228
统战	8267	4.72	1.2461	7927
朱	8268	4.72	1.0887	4713
剂	8269	4.72	1.2784	5314
审查	8270	4.72	1.7148	1290
战线	8271	4.72	1.0698	2663
监察	8272	4.72	1.1787	2632
警	8273	4.72	1.2943	5053
单	8274	4.72	1.1073	1125
手段	8275	4.72	1.1959	614
开征	8276	4.72	1.0506	9020
攻势	8277	4.72	1.2943	4606
纳税	8278	4.72	1.2296	1704
为止	8279	4.72	0.8340	2465
未必	8280	4.72	0.9697	5769
烈	8281	4.72	1.6167	3967
终年	8282	4.72	1.4988	9016
支配	8283	4.72	1.1787	2573
忽然	8284	4.72	1.1256	3409
税种	8285	4.72	1.2943	8480
并发	8286	4.72	1.0698	8153
贵	8287	4.72	1.7961	4232
征管	8288	4.72	1.1787	8982
复查	8289	4.72	1.2784	8305
势必	8290	4.72	1.1959	4628
犹	8291	4.72	1.3559	9783
置疑	8292	4.72	1.5784	6987
处境	8293	4.72	0.9906	4012
指令	8294	4.72	1.3708	2699
彻底	8295	4.72	1.0506	1339
有事	8296	4.70	1.3132	8549
停	8297	4.70	1.1995	3015
边区	8298	4.70	0.7626	3784
假定	8299	4.70	0.7626	3424
差额	8300	4.70	1.0351	4887
关门	8301	4.70	1.2657	9524
雇主	8302	4.70	0.9091	5726
end	8303	4.70	1.3887	5192
权限	8304	4.70	1.0738	3158
监管	8305	4.70	1.3590	2693
统治	8306	4.70	1.3740	1053
卜	8307	4.70	1.0152	5917
扔	8308	4.70	1.2817	8823
抗战	8309	4.70	1.3740	1402
引渡	8310	4.70	1.5419	9576
撤回	8311	4.70	1.3590	7032
舍	8312	4.70	1.2495	6422
防疫	8313	4.70	1.7757	7426
对手	8314	4.70	1.2817	3426
清除	8315	4.70	1.2164	4224
press	8316	4.70	1.2817	7363
拳头	8317	4.70	1.1112	7590
小农	8318	4.70	1.3740	6883
较	8319	4.70	1.1294	258
隐私	8320	4.70	0.9313	8410
扩散	8321	4.70	1.1112	3923
蒙	8322	4.70	1.3740	8228
收容	8323	4.70	1.2976	8090
勒	8324	4.70	1.4880	3379
架	8325	4.70	0.9091	3643
措	8326	4.70	1.1294	3574
高考	8327	4.70	1.4463	8309
不然	8328	4.70	1.0738	4696
下落	8329	4.70	1.0546	8976
徒	8330	4.70	1.0546	3928
独	8331	4.70	1.5811	2604
一幕	8332	4.70	1.1473	6915
却说	8333	4.70	0.9949	9472
门诊	8334	4.70	1.5419	9262
大革命	8335	4.70	1.5811	1701
人造	8336	4.70	1.2657	9356
防线	8337	4.70	1.1294	9122
揭露	8338	4.70	1.8211	3077
炮兵	8339	4.70	1.2657	7479
除非	8340	4.70	1.2657	4239
借	8341	4.70	0.9742	2960
教化	8342	4.70	1.4178	9108
伊拉克	8343	4.70	1.2817	4272
戈	8344	4.70	0.8631	5864
布雷	8345	4.70	0.9742	9500
动因	8346	4.70	1.0546	8218
兵役	8347	4.70	1.3439	6289
黑色	8348	4.70	1.7291	4934
租用	8349	4.70	1.0152	8665
除	8350	4.70	1.1112	1056
抵御	8351	4.68	1.5706	7154
收受	8352	4.68	1.1507	9774
间隔	8353	4.68	0.9781	6994
宗法	8354	4.68	0.9570	9570
色	8355	4.68	1.5964	2058
绕	8356	4.68	0.8676	7925
现役	8357	4.68	0.9134	9861
阿尔巴尼亚	8358	4.68	1.3915	8286
抵消	8359	4.68	1.3768	8760
堆积	8360	4.68	1.0962	8068
争	8361	4.68	1.5043	1426
其次	8362	4.68	1.2196	1808
变	8363	4.68	1.2027	531
口气	8364	4.68	0.9134	4513
然而	8365	4.68	1.0962	616
日本	8366	4.68	1.4907	350
虚拟	8367	4.68	1.3161	5167
介入	8368	4.68	1.3915	6066
抽查	8369	4.68	0.9355	7815
截止	8370	4.68	1.1507	5895
涉及	8371	4.68	0.7126	1033
性命	8372	4.68	1.5964	9381
俄	8373	4.68	0.9570	1763
江泽民	8374	4.68	1.9424	2764
无意识	8375	4.68	0.9570	6495
茨	8376	4.68	1.0774	5727
边远	8377	4.68	1.1507	6075
却	8378	4.68	1.4061	421
下达	8379	4.68	0.9988	3659
驻军	8380	4.68	1.0774	8174
不必	8381	4.68	1.1507	2458
汽油	8382	4.68	1.2027	7066
审理	8383	4.68	1.2848	2526
斯拉夫	8384	4.68	1.2526	7728
乃至	8385	4.68	0.7677	2853
卷烟	8386	4.68	1.3161	6665
旁观	8387	4.68	1.1683	9964
通报	8388	4.68	1.0962	4057
卡	8389	4.68	1.1147	2173
各自	8390	4.68	0.9781	1603
贷款	8391	4.66	1.4230	873
膨	8392	4.66	1.1178	9644
基层	8393	4.66	1.2056	1326
防火	8394	4.66	1.3032	6501
非	8395	4.66	1.0022	427
军	8396	4.66	1.1359	565
短暂	8397	4.66	1.3494	6525
虽然	8398	4.66	0.7453	367
哎呀	8399	4.66	1.3494	8399
热	8400	4.66	1.4930	2959
告	8401	4.66	0.9392	2175
监督	8402	4.66	1.2554	792
变动	8403	4.66	1.3032	1521
不止	8404	4.66	1.1886	4940
造成	8405	4.66	1.3940	500
余	8406	4.66	1.5598	1296
岁月	8407	4.66	1.2554	4842
审批	8408	4.66	0.8478	2227
激战	8409	4.66	1.5467	6740
反倾销	8410	4.66	1.6856	5902
最短	8411	4.66	1.6239	8429
卻	8412	4.66	0.8715	8712
忙于	8413	4.66	1.1537	8440
疗	8414	4.66	1.3793	5508
tax	8415	4.66	1.2390	9306
不易	8416	4.66	1.4514	3478
致使	8417	4.66	1.3793	3654
等待	8418	4.66	1.2554	2990
徘徊	8419	4.66	1.6734	6424
差异	8420	4.66	1.3644	1243
散	8421	4.66	1.3793	4955
占	8422	4.66	1.2875	517
一般	8423	4.66	0.6884	280
威慑	8424	4.66	1.7451	9400
个子	8425	4.66	1.0224	8880
原告	8426	4.66	1.3644	3918
地租	8427	4.66	1.2715	5046
别	8428	4.64	0.7494	1197
煤	8429	4.64	1.1911	3237
编纂	8430	4.64	1.2898	4378
兢	8431	4.64	1.1386	7409
克制	8432	4.64	1.2578	8734
限于	8433	4.64	1.2249	2603
面临	8434	4.64	1.1739	1323
中东	8435	4.64	1.1563	3806
一再	8436	4.64	1.0645	4523
是非	8437	4.64	1.3962	3024
政治	8438	4.64	0.8271	100
神经	8439	4.64	1.8043	3891
不容	8440	4.64	1.3365	3330
软	8441	4.64	1.2081	3815
煤气	8442	4.64	1.1911	7960
停留	8443	4.64	1.1021	3378
矿井	8444	4.64	1.2898	8392
居留	8445	4.64	1.2898	7355
审议	8446	4.64	0.7494	2651
骨头	8447	4.64	1.1739	9355
军政	8448	4.64	1.2578	8128
下级	8449	4.64	1.3516	5645
裁决	8450	4.64	1.5221	3861
激进	8451	4.64	1.3056	5337
剧烈	8452	4.64	1.3056	4410
很久	8453	4.64	1.4394	4189
矿工	8454	4.64	1.2249	7067
零	8455	4.64	1.0645	2103
管道	8456	4.64	1.2081	6646
断言	8457	4.64	1.1739	7354
雷	8458	4.64	1.2081	3396
杜绝	8459	4.64	1.4107	8223
作业	8460	4.64	1.1021	2330
灰	8461	4.64	1.4394	9790
军事	8462	4.64	0.9424	612
驱使	8463	4.64	1.2739	7955
导致	8464	4.64	1.1205	934
火	8465	4.62	1.4831	4090
求	8466	4.62	1.3686	1100
租	8467	4.62	1.3686	4762
闭幕	8468	4.62	1.3076	5754
搞	8469	4.62	1.1933	1722
形而上学	8470	4.62	1.3384	4619
清偿	8471	4.62	1.3981	5679
左翼	8472	4.62	1.3536	7378
煤炭	8473	4.62	1.1229	2285
竟	8474	4.62	1.1045	3542
判	8475	4.62	1.2103	3153
痕迹	8476	4.62	1.0859	3796
转让	8477	4.62	0.9666	1898
墙壁	8478	4.62	1.1933	7042
偏重	8479	4.62	1.2271	7271
随便	8480	4.62	1.2760	4574
缩	8481	4.62	1.1586	7344
批示	8482	4.62	1.1933	5498
费	8483	4.62	1.4270	686
但	8484	4.62	0.9234	52
缩短	8485	4.62	1.1761	4061
老年	8486	4.62	1.2271	2441
支出	8487	4.62	1.2103	1332
事后	8488	4.62	0.8781	5315
捉	8489	4.62	1.1045	7103
下游	8490	4.62	1.3231	5523
否则	8491	4.62	1.1933	1596
底下	8492	4.62	1.1409	9509
蒙受	8493	4.62	1.5765	8633
斯	8494	4.62	1.2436	548
仅	8495	4.62	0.9875	916
督促	8496	4.62	1.1045	6777
塞	8497	4.62	1.3536	4267
洪	8498	4.62	1.4831	9407
阿富汗	8499	4.60	1.4142	6208
撤销	8500	4.60	1.3248	2240
后进	8501	4.60	1.5649	7547
信贷	8502	4.60	1.0498	1659
刮	8503	4.60	1.2289	9062
不過	8504	4.60	1.1606	7848
防	8505	4.60	1.1780	3035
碑	8506	4.60	1.4983	9780
占有	8507	4.60	1.2122	1279
核	8508	4.60	1.1952	2375
角落	8509	4.60	1.3401	5341
堡垒	8510	4.60	1.5386	7038
传闻	8511	4.60	1.1606	8946
谋	8512	4.60	1.2778	4435
相差	8513	4.60	1.0302	5753
费用	8514	4.60	1.0102	1025
油气	8515	4.60	1.4286	9988
隶属	8516	4.60	1.2289	5634
穆斯林	8517	4.60	1.1606	6445
减缓	8518	4.60	1.3401	8895
私有制	8519	4.60	1.2289	3313
仲裁	8520	4.60	1.2454	1978
末年	8521	4.60	1.2778	9424
最小	8522	4.60	0.9258	4126
解散	8523	4.60	1.6036	4678
non	8524	4.60	1.1249	9762
逐年	8525	4.60	1.2454	3155
下	8526	4.60	1.0102	69
退休	8527	4.60	1.5649	1993
大雨	8528	4.60	1.5779	9827
派别	8529	4.60	1.3553	5444
投机	8530	4.60	1.4983	3778
夹	8531	4.60	1.3401	6301
义和团	8532	4.60	1.1249	6261
限度	8533	4.60	0.9035	2938
错觉	8534	4.60	1.2289	9907
小	8535	4.60	1.2289	326
魂	8536	4.60	1.4569	8179
推销	8537	4.60	1.6162	4570
片面性	8538	4.60	1.6036	6944
军备	8539	4.60	1.0690	6278
折旧	8540	4.58	1.1445	5077
消除	8541	4.58	1.4581	1790
功利	8542	4.58	1.6299	6003
财税	8543	4.58	1.3716	7007
二审	8544	4.58	1.1445	7183
差别	8545	4.58	0.9708	1563
裁军	8546	4.58	1.4721	6837
追查	8547	4.58	1.2950	9715
愈演愈烈	8548	4.58	1.8305	9683
退还	8549	4.58	1.4299	6625
差价	8550	4.58	1.1796	6950
难免	8551	4.58	1.2469	5297
反之	8552	4.58	0.8593	4291
停止	8553	4.58	1.1082	1408
审	8554	4.58	1.0319	2984
马列	8555	4.58	1.4859	4645
并非	8556	4.58	0.9916	4737
批	8557	4.58	1.2631	987
沉积	8558	4.58	1.1968	7481
教条	8559	4.58	1.3716	5655
扑灭	8560	4.58	1.4155	9969
幻觉	8561	4.58	1.4995	7953
货款	8562	4.58	1.5791	7041
开会	8563	4.58	1.5530	2312
野心	8564	4.58	1.4995	5150
极限	8565	4.58	1.2631	8183
揭	8566	4.58	0.9278	6982
化肥	8567	4.58	1.2137	4851
抗击	8568	4.58	1.5131	8267
委	8569	4.58	1.0319	825
末	8570	4.58	1.2631	3400
暂停	8571	4.58	0.9055	7782
论争	8572	4.58	1.4299	9746
革	8573	4.58	1.1622	1812
染	8574	4.58	1.3415	5569
分散	8575	4.58	1.0515	2116
地下	8576	4.58	1.3107	2943
控	8577	4.58	0.9708	3433
中共	8578	4.56	1.8969	660
底	8579	4.56	1.1980	2918
斯大林	8580	4.56	1.6433	3328
重重	8581	4.56	1.1980	5440
漫长	8582	4.56	1.4730	3900
立案	8583	4.56	1.0529	6977
烙印	8584	4.56	1.4020	7515
独自	8585	4.56	1.2961	8854
空想	8586	4.56	1.4165	6262
异	8587	4.56	0.9510	3254
不致	8588	4.56	1.4309	5908
打工	8589	4.56	1.5539	8763
无所谓	8590	4.56	1.3118	8200
容忍	8591	4.56	1.4868	4728
地主	8592	4.56	1.4165	3130
击	8593	4.56	1.1095	1739
倾斜	8594	4.56	1.0134	4127
次	8595	4.56	1.1278	139
掉	8596	4.56	1.3874	2172
加剧	8597	4.56	1.4591	3641
除去	8598	4.56	1.4450	8136
压低	8599	4.56	1.5140	9633
但是	8600	4.56	0.8609	162
压缩	8601	4.56	1.1278	3232
损益	8602	4.56	0.9930	8382
绝	8603	4.56	1.4591	1239
外人	8604	4.56	1.2961	7894
传单	8605	4.56	1.2149	7627
通告	8606	4.56	1.4165	6384
踏	8607	4.56	1.3118	6122
吃惊	8608	4.56	1.1095	5897
降落	8609	4.56	1.1808	8272
惊讶	8610	4.54	1.4737	5213
干预	8611	4.54	1.5281	2846
不曾	8612	4.54	0.9733	5512
税制	8613	4.54	1.4028	5161
大炮	8614	4.54	1.3126	8980
单独	8615	4.54	1.3126	2887
年纪	8616	4.54	1.3734	7131
限期	8617	4.54	1.0919	6691
退伍	8618	4.54	1.1466	7188
滑	8619	4.54	0.9521	6415
急需	8620	4.54	1.2488	4911
欲	8621	4.54	1.3126	5524
限定	8622	4.54	1.2811	6141
渗透	8623	4.54	1.3433	3111
子弹	8624	4.54	1.6315	4746
矛头	8625	4.54	1.3584	7986
搜查	8626	4.54	1.5012	8116
税务	8627	4.54	1.0730	1999
辛	8628	4.54	1.1466	4992
麻	8629	4.54	1.3280	7663
招致	8630	4.54	1.2157	8862
膨胀	8631	4.54	1.3734	1616
敏感	8632	4.54	1.6807	3182
阶级	8633	4.54	1.1466	175
只是	8634	4.54	0.8621	468
租界	8635	4.54	1.1466	9892
野	8636	4.52	1.0736	9204
看守	8637	4.52	1.3285	8234
肃	8638	4.52	1.1993	7929
训	8639	4.52	1.4879	3804
官办	8640	4.52	1.4462	9463
税额	8641	4.52	1.1648	7771
增值税	8642	4.52	1.3130	4045
抛	8643	4.52	1.0736	8187
剩	8644	4.52	1.4177	2774
倒	8645	4.52	1.1648	3722
农业税	8646	4.52	1.3886	5510
代末	8647	4.52	1.2162	3619
兵器	8648	4.52	1.1822	8736
抓	8649	4.52	1.1822	1226
分立	8650	4.52	1.1822	8614
披露	8651	4.52	1.3886	5239
偿付	8652	4.52	1.3130	7841
相反	8653	4.52	0.9739	1556
but	8654	4.52	1.1110	6686
处置	8655	4.52	1.3285	4137
收回	8656	4.52	1.0925	3794
杂	8657	4.52	1.3285	4364
仅仅	8658	4.52	1.0150	1096
征用	8659	4.52	1.0349	6964
猪	8660	4.52	1.2656	7813
肉体	8661	4.52	1.1292	7161
无辜	8662	4.52	1.3438	7251
尚未	8663	4.50	0.8631	1573
最低限	8664	4.50	1.1824	6954
制止	8665	4.50	1.1650	3290
低	8666	4.50	1.2330	677
清查	8667	4.50	1.2817	6559
难怪	8668	4.50	0.9949	7617
耽	8669	4.50	1.2657	9857
抗	8670	4.50	1.2976	3563
捕	8671	4.50	1.4880	2636
检察院	8672	4.50	1.3590	2356
突然	8673	4.50	0.9091	1843
奇怪	8674	4.50	1.3132	2598
所有制	8675	4.50	1.2976	1036
局限	8676	4.50	1.2330	2634
晚	8677	4.50	1.3740	2045
x	8678	4.50	1.5152	4178
药物	8679	4.50	1.1650	3548
右派	8680	4.50	1.3439	5993
缴	8681	4.50	1.1473	5531
告诫	8682	4.50	1.0926	8610
坦克	8683	4.50	1.2976	7272
抢救	8684	4.50	1.6444	5622
质变	8685	4.50	1.5419	8634
诱惑	8686	4.50	1.7291	7006
重申	8687	4.50	0.9313	4681
被	8688	4.50	1.1650	173
避	8689	4.48	1.2816	4341
节育	8690	4.48	1.4879	9440
参战	8691	4.48	1.4320	7606
终止	8692	4.48	1.1110	3867
税金	8693	4.48	1.3285	5148
遗留	8694	4.48	1.2493	4542
反复	8695	4.48	1.2162	2152
落	8696	4.48	1.3130	2720
征收	8697	4.48	1.4320	2033
回落	8698	4.48	1.0544	7963
不顾	8699	4.48	1.5550	3023
黑	8700	4.48	1.4177	4599
付	8701	4.48	1.0736	1966
牲畜	8702	4.48	1.5939	6186
占领	8703	4.48	1.4879	2867
不免	8704	4.48	1.3886	7047
別	8705	4.48	1.3589	8536
中介	8706	4.48	1.0925	3281
剔除	8707	4.48	1.6193	9225
统制	8708	4.48	1.3285	8600
裁	8709	4.48	1.2816	5343
忙碌	8710	4.48	1.4602	7915
谋取	8711	4.48	1.5151	7096
防范	8712	4.48	1.4879	4575
阶层	8713	4.48	1.2493	1824
笼统	8714	4.48	1.3285	7527
游行	8715	4.46	1.4028	5261
内向	8716	4.46	1.2488	6491
出兵	8717	4.46	1.2811	7608
短	8718	4.46	1.0919	1564
解剖	8719	4.46	1.1988	5670
论战	8720	4.46	0.9521	8297
一审	8721	4.46	1.2969	6935
花费	8722	4.46	1.4316	4601
逃脱	8723	4.46	1.8758	9394
沉默	8724	4.46	1.0144	5775
收缴	8725	4.46	1.4028	8517
终	8726	4.46	1.3734	3511
反而	8727	4.46	1.0144	2477
炎	8728	4.46	1.4028	5413
劳工	8729	4.46	0.9304	3689
偏向	8730	4.46	1.0919	6616
波动	8731	4.46	0.9941	3094
问题	8732	4.46	1.4737	55
僚	8733	4.46	1.3126	9705
加重	8734	4.46	1.5806	4478
受过	8735	4.46	1.3280	4407
低廉	8736	4.46	1.5935	8252
武装	8737	4.46	1.3734	1127
世俗	8738	4.46	1.2157	4963
贷	8739	4.46	1.5281	4094
上缴	8740	4.46	1.1287	5930
服役	8741	4.46	1.3126	8548
無	8742	4.46	1.3126	8592
动摇	8743	4.46	1.4028	4141
强硬	8744	4.46	1.8318	6680
裁定	8745	4.46	1.0539	4014
纵	8746	4.46	0.9082	7911
所得税	8747	4.44	1.3577	2833
分割	8748	4.44	1.1808	2778
想不到	8749	4.44	1.1980	4474
末期	8750	4.44	1.5800	4907
灰色	8751	4.44	1.5140	6918
停顿	8752	4.44	1.2643	7289
案件	8753	4.44	1.4020	1217
扁	8754	4.44	1.1095	9363
根深蒂固	8755	4.44	1.4868	7373
不感	8756	4.44	1.4020	9776
役	8757	4.44	1.0721	6648
极度	8758	4.44	1.1457	6631
偿还	8759	4.44	1.1457	5256
规避	8760	4.44	0.8843	9993
最少	8761	4.44	1.5670	6334
推翻	8762	4.44	1.6056	4037
物价	8763	4.44	1.5140	1462
偏	8764	4.44	1.2149	4694
扎	8765	4.44	1.4020	2502
回避	8766	4.44	1.1980	5042
装	8767	4.44	1.1457	2864
撤军	8768	4.44	1.3273	9741
党派	8769	4.44	1.3577	3711
牲	8770	4.44	1.4309	7892
减少	8771	4.44	0.8609	717
不得	8772	4.44	1.3874	626
不见	8773	4.42	1.2792	3996
低估	8774	4.42	1.5530	5817
不定	8775	4.42	1.1082	5823
昂贵	8776	4.42	1.8745	7619
限额	8777	4.42	1.1622	5302
关税	8778	4.42	1.1445	2236
关	8779	4.42	1.1082	695
不管	8780	4.42	1.0897	1930
无产	8781	4.42	0.9495	1146
间断	8782	4.42	0.9495	6772
中止	8783	4.42	1.2950	5940
束	8784	4.42	1.0120	4718
炮	8785	4.42	1.3864	5834
稀少	8786	4.42	1.1082	9385
雇工	8787	4.42	1.0319	6925
清末	8788	4.42	1.2950	9954
占据	8789	4.42	1.5265	3935
遗	8790	4.42	1.3262	6124
捕捞	8791	4.42	1.3107	8292
波及	8792	4.42	1.3566	9310
没有	8793	4.42	1.1796	61
重	8794	4.42	0.9916	623
莫名其妙	8795	4.42	1.4721	9162
针对	8796	4.42	1.0319	1337
交纳	8797	4.42	1.2469	4855
为何	8798	4.42	0.9278	7546
延缓	8799	4.42	1.4581	9717
矛	8800	4.42	1.3864	8511
敌我	8801	4.42	1.0708	9999
没	8802	4.42	1.2792	729
外流	8803	4.42	1.4995	8261
out	8804	4.42	1.1265	8199
局势	8805	4.40	1.3093	2750
对峙	8806	4.40	1.7496	6830
畜	8807	4.40	1.2289	8402
甲午	8808	4.40	1.1429	7850
匆匆	8809	4.40	1.3851	6845
逾越	8810	4.40	1.0498	9100
收缩	8811	4.40	1.5253	6433
虚构	8812	4.40	1.3702	4832
只好	8813	4.40	1.0302	2705
不	8814	4.40	1.4846	11
强加	8815	4.40	1.5253	6327
炼油	8816	4.40	1.1780	8535
下手	8817	4.40	1.3401	9209
药品	8818	4.40	1.1066	2785
决战	8819	4.40	1.2617	7706
挂	8820	4.40	1.1952	5535
法院	8821	4.40	1.2289	638
辞	8822	4.40	1.5386	8349
有限	8823	4.38	1.1586	786
忘掉	8824	4.38	1.1933	8067
不着	8825	4.38	1.1761	8832
散布	8826	4.38	1.0280	7661
慢	8827	4.38	0.8053	1896
消费税	8828	4.38	1.6022	8428
国债	8829	4.38	1.2103	4703
采伐	8830	4.38	1.2103	7874
发作	8831	4.38	1.4831	8668
反击	8832	4.38	1.3834	6362
缩小	8833	4.38	1.2919	3106
过于	8834	4.38	1.0079	4357
军国	8835	4.38	1.4553	7698
未成	8836	4.38	1.0476	5591
拖	8837	4.38	0.9234	6117
吃苦	8838	4.36	1.6874	8445
剪刀差	8839	4.36	1.2578	9800
酸	8840	4.36	1.4107	7918
松散	8841	4.36	1.4394	7325
沉	8842	4.36	1.1739	7397
私	8843	4.36	1.2898	4984
爆发	8844	4.36	1.7585	2088
菲律宾	8845	4.36	1.4535	4724
牵涉	8846	4.36	1.0254	8507
突变	8847	4.36	1.6005	9645
陪审	8848	4.36	0.9848	8810
北伐	8849	4.36	1.3056	5632
笼罩	8850	4.36	1.4813	7882
不知	8851	4.34	1.3644	1165
撞	8852	4.34	1.3494	9685
告别	8853	4.34	1.4373	8211
终结	8854	4.34	1.4373	5956
不胜	8855	4.34	1.4654	9863
导弹	8856	4.34	1.5986	3565
壁垒	8857	4.34	1.5334	5151
伐	8858	4.34	0.9172	7721
急于	8859	4.34	1.2875	6539
扣	8860	4.34	1.5598	5425
不作	8861	4.34	1.1178	4322
反省	8862	4.34	1.2875	7019
激素	8863	4.34	1.3793	8995
意外	8864	4.34	1.4514	3325
削	8865	4.34	1.4230	7523
片面	8866	4.34	1.2715	3748
延期	8867	4.34	1.4930	6926
倾销	8868	4.34	1.1178	7078
幼稚	8869	4.34	1.4373	5830
武器	8870	4.34	1.2715	1291
追踪	8871	4.34	1.2390	6956
迫	8872	4.34	1.4654	2327
风险	8873	4.34	1.5729	1007
not	8874	4.34	0.9172	4828
异化	8875	4.32	1.1683	4793
积压	8876	4.32	1.6343	5131
为什么	8877	4.32	1.1507	826
示威	8878	4.32	1.4630	5180
狂	8879	4.32	1.6092	8421
包袱	8880	4.32	1.6714	6519
撤	8881	4.32	1.4205	4611
灼	8882	4.32	1.2362	9037
枪	8883	4.32	1.6218	4028
异议	8884	4.32	1.2362	4714
反	8885	4.32	1.6591	918
伊朗	8886	4.32	1.4907	4522
债权	8887	4.32	1.5043	3658
糊	8888	4.32	1.1147	9698
辩解	8889	4.32	1.4061	8915
烟	8890	4.32	1.7893	3283
烧	8891	4.32	1.0583	9318
疑问	8892	4.32	1.1683	3262
